frame.number|frame.time|usb.src|usb.dst|usb.transfer_type|usb.endpoint_address|usb.data_len|usb.bmRequestType|usb.setup.bRequest|usb.setup.wValue|usb.setup.wIndex|usb.setup.wLength|usb.data_fragment|usbhid.data|usb.capdata
650|2026-09-02T22:49:28.901973000-0400|host|2.10.2|0x01|0x82|0||||||||
651|2026-09-02T22:49:29.039983000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034322e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
652|2026-09-02T22:49:29.040852000-0400|2.10.2|host|0x01|0x02|0||||||||
653|2026-09-02T22:49:29.041098000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
654|2026-09-02T22:49:29.041101000-0400|host|2.10.2|0x01|0x82|0||||||||
655|2026-09-02T22:49:29.085574000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
656|2026-09-02T22:49:29.085853000-0400|2.10.2|host|0x01|0x02|0||||||||
657|2026-09-02T22:49:29.086161000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
658|2026-09-02T22:49:29.086165000-0400|host|2.10.2|0x01|0x82|0||||||||
659|2026-09-02T22:49:34.332076000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
660|2026-09-02T22:49:34.332339000-0400|2.10.2|host|0x01|0x02|0||||||||
661|2026-09-02T22:49:34.332586000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
662|2026-09-02T22:49:34.332591000-0400|host|2.10.2|0x01|0x82|0||||||||
663|2026-09-02T22:49:34.478726000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
664|2026-09-02T22:49:34.478958000-0400|2.10.2|host|0x01|0x02|0||||||||
665|2026-09-02T22:49:34.479207000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
666|2026-09-02T22:49:34.479211000-0400|host|2.10.2|0x01|0x82|0||||||||
667|2026-09-02T22:49:34.526398000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313337e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
668|2026-09-02T22:49:34.526587000-0400|2.10.2|host|0x01|0x02|0||||||||
669|2026-09-02T22:49:34.526833000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
670|2026-09-02T22:49:34.526838000-0400|host|2.10.2|0x01|0x82|0||||||||
671|2026-09-02T22:49:34.572295000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373037e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
672|2026-09-02T22:49:34.572467000-0400|2.10.2|host|0x01|0x02|0||||||||
673|2026-09-02T22:49:34.572797000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
674|2026-09-02T22:49:34.572801000-0400|host|2.10.2|0x01|0x82|0||||||||
675|2026-09-02T22:49:34.618354000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
676|2026-09-02T22:49:34.619216000-0400|2.10.2|host|0x01|0x02|0||||||||
677|2026-09-02T22:49:34.620461000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
678|2026-09-02T22:49:34.620464000-0400|host|2.10.2|0x01|0x82|0||||||||
679|2026-09-02T22:49:39.817220000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
680|2026-09-02T22:49:39.819939000-0400|2.10.2|host|0x01|0x02|0||||||||
681|2026-09-02T22:49:39.820187000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
682|2026-09-02T22:49:39.820191000-0400|host|2.10.2|0x01|0x82|0||||||||
683|2026-09-02T22:49:39.955302000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
684|2026-09-02T22:49:39.955571000-0400|2.10.2|host|0x01|0x02|0||||||||
685|2026-09-02T22:49:39.955818000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
686|2026-09-02T22:49:39.955823000-0400|host|2.10.2|0x01|0x82|0||||||||
687|2026-09-02T22:49:40.001457000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
688|2026-09-02T22:49:40.001695000-0400|2.10.2|host|0x01|0x02|0||||||||
689|2026-09-02T22:49:40.001944000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
690|2026-09-02T22:49:40.001947000-0400|host|2.10.2|0x01|0x82|0||||||||
691|2026-09-02T22:49:45.222356000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
692|2026-09-02T22:49:45.223171000-0400|2.10.2|host|0x01|0x02|0||||||||
693|2026-09-02T22:49:45.223420000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
694|2026-09-02T22:49:45.223424000-0400|host|2.10.2|0x01|0x82|0||||||||
695|2026-09-02T22:49:45.363007000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034352e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
696|2026-09-02T22:49:45.363172000-0400|2.10.2|host|0x01|0x02|0||||||||
697|2026-09-02T22:49:45.363427000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
698|2026-09-02T22:49:45.363430000-0400|host|2.10.2|0x01|0x82|0||||||||
699|2026-09-02T22:49:45.409349000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313238e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
700|2026-09-02T22:49:45.409553000-0400|2.10.2|host|0x01|0x02|0||||||||
701|2026-09-02T22:49:45.411138000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
702|2026-09-02T22:49:45.411142000-0400|host|2.10.2|0x01|0x82|0||||||||
703|2026-09-02T22:49:45.455729000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373534e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
704|2026-09-02T22:49:45.455930000-0400|2.10.2|host|0x01|0x02|0||||||||
705|2026-09-02T22:49:45.456178000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
706|2026-09-02T22:49:45.456181000-0400|host|2.10.2|0x01|0x82|0||||||||
707|2026-09-02T22:49:45.501986000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
708|2026-09-02T22:49:45.502183000-0400|2.10.2|host|0x01|0x02|0||||||||
709|2026-09-02T22:49:45.502430000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
710|2026-09-02T22:49:45.502433000-0400|host|2.10.2|0x01|0x82|0||||||||
711|2026-09-02T22:49:50.735383000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
712|2026-09-02T22:49:50.735658000-0400|2.10.2|host|0x01|0x02|0||||||||
713|2026-09-02T22:49:50.735908000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
714|2026-09-02T22:49:50.735914000-0400|host|2.10.2|0x01|0x82|0||||||||
715|2026-09-02T22:49:50.872446000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
716|2026-09-02T22:49:50.872659000-0400|2.10.2|host|0x01|0x02|0||||||||
717|2026-09-02T22:49:50.873536000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
718|2026-09-02T22:49:50.873540000-0400|host|2.10.2|0x01|0x82|0||||||||
719|2026-09-02T22:49:50.918780000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
720|2026-09-02T22:49:50.919037000-0400|2.10.2|host|0x01|0x02|0||||||||
721|2026-09-02T22:49:50.919287000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
722|2026-09-02T22:49:50.919290000-0400|host|2.10.2|0x01|0x82|0||||||||
723|2026-09-02T22:49:56.125064000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
724|2026-09-02T22:49:56.125289000-0400|2.10.2|host|0x01|0x02|0||||||||
725|2026-09-02T22:49:56.125520000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
726|2026-09-02T22:49:56.125525000-0400|host|2.10.2|0x01|0x82|0||||||||
727|2026-09-02T22:49:56.267105000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
728|2026-09-02T22:49:56.267271000-0400|2.10.2|host|0x01|0x02|0||||||||
729|2026-09-02T22:49:56.268768000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
730|2026-09-02T22:49:56.268772000-0400|host|2.10.2|0x01|0x82|0||||||||
731|2026-09-02T22:49:56.313909000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313238e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
732|2026-09-02T22:49:56.314149000-0400|2.10.2|host|0x01|0x02|0||||||||
733|2026-09-02T22:49:56.314395000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
734|2026-09-02T22:49:56.314399000-0400|host|2.10.2|0x01|0x82|0||||||||
735|2026-09-02T22:49:56.360976000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373233e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
736|2026-09-02T22:49:56.361147000-0400|2.10.2|host|0x01|0x02|0||||||||
737|2026-09-02T22:49:56.361397000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
738|2026-09-02T22:49:56.361401000-0400|host|2.10.2|0x01|0x82|0||||||||
739|2026-09-02T22:49:56.407016000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
740|2026-09-02T22:49:56.407278000-0400|2.10.2|host|0x01|0x02|0||||||||
741|2026-09-02T22:49:56.407522000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
742|2026-09-02T22:49:56.407525000-0400|host|2.10.2|0x01|0x82|0||||||||
743|2026-09-02T22:49:58.857693000-0400|host|2.10.2|0x01|0x02|65|||||||ecdc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
744|2026-09-02T22:49:58.857884000-0400|2.10.2|host|0x01|0x02|0||||||||
745|2026-09-02T22:49:58.858133000-0400|2.10.2|host|0x01|0x82|65|||||||ec5c000064000064100104000a10010400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
746|2026-09-02T22:49:58.858141000-0400|host|2.10.2|0x01|0x82|0||||||||
747|2026-09-02T22:49:59.099833000-0400|host|2.10.2|0x01|0x02|65|||||||ec5c010064000064100104000a10010400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
748|2026-09-02T22:49:59.100022000-0400|2.10.2|host|0x01|0x02|0||||||||
749|2026-09-02T22:49:59.102512000-0400|2.10.2|host|0x01|0x82|65|||||||ec5c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
750|2026-09-02T22:49:59.102516000-0400|host|2.10.2|0x01|0x82|0||||||||
751|2026-09-02T22:49:59.351954000-0400|host|2.10.2|0x01|0x02|65|||||||ecdc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
752|2026-09-02T22:49:59.352782000-0400|2.10.2|host|0x01|0x02|0||||||||
753|2026-09-02T22:49:59.353028000-0400|2.10.2|host|0x01|0x82|65|||||||ec5c000064000064100104000a10010400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
754|2026-09-02T22:49:59.353032000-0400|host|2.10.2|0x01|0x82|0||||||||
755|2026-09-02T22:49:59.597486000-0400|host|2.10.2|0x01|0x02|65|||||||ec5c010064000064100104003210010400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
756|2026-09-02T22:49:59.597663000-0400|2.10.2|host|0x01|0x02|0||||||||
757|2026-09-02T22:49:59.600036000-0400|2.10.2|host|0x01|0x82|65|||||||ec5c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
758|2026-09-02T22:49:59.600040000-0400|host|2.10.2|0x01|0x82|0||||||||
759|2026-09-02T22:50:01.610575000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
760|2026-09-02T22:50:01.610755000-0400|2.10.2|host|0x01|0x02|0||||||||
761|2026-09-02T22:50:01.610998000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
762|2026-09-02T22:50:01.611003000-0400|host|2.10.2|0x01|0x82|0||||||||
763|2026-09-02T22:50:01.758753000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
764|2026-09-02T22:50:01.759510000-0400|2.10.2|host|0x01|0x02|0||||||||
765|2026-09-02T22:50:01.759758000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
766|2026-09-02T22:50:01.759762000-0400|host|2.10.2|0x01|0x82|0||||||||
767|2026-09-02T22:50:01.805039000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
768|2026-09-02T22:50:01.805257000-0400|2.10.2|host|0x01|0x02|0||||||||
769|2026-09-02T22:50:01.805506000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
770|2026-09-02T22:50:01.805509000-0400|host|2.10.2|0x01|0x82|0||||||||
771|2026-09-02T22:50:07.052227000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
772|2026-09-02T22:50:07.052495000-0400|2.10.2|host|0x01|0x02|0||||||||
773|2026-09-02T22:50:07.052744000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
